Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
53530	Halloween Pajama	2022-10-31	6.2	2022	Short anime by Yasuhiro Irie based on his self-published manga Halloween Pajama.	1	""	PG-13 - Teens 13 or older	ONA	Manga	Supernatural
53633	Bullbuster	2023-10-04	6.2	2023	"A young engineer, Tetsurou Okino, is transferred to a vermin extermination company called Hato Industries with the new robot Bullbuster that he developed himself. There, Hato Industries, a small company with little money, and its president Tajima are against a mysterious creature. There are fuel costs for robots, labor costs for pilots, and of course, wasting even a single bullet is unacceptable. Between their ideals of extermination and the reality of budgets, what does the future hold for Hato?

(Source: Translated, edited from official website)"	12	Nut	PG-13 - Teens 13 or older	TV	Mixed media	Action;Sci-Fi
54062	Aria the Avvenire Sound Novel	2016-03-23	6.2	2016	Picture drama episodes bundled on the 10th anniversary Blu-ray box.	4	TYO Animations	G - All Ages	Special	Manga	Sci-Fi;Slice of Life
54133	Ijiranaide, Nagatoro-san 2nd Attack Mini Anime	2023-01-08	6.2	2023	The mini-anime for Ijiranaide, Nagatoro-san 2nd Attack released on Twitter and YouTube.	12	AQUA ARIS	PG-13 - Teens 13 or older	ONA	Manga	Comedy
54362	Hametsu no Oukoku	2023-10-07	6.2	2023	"Bestowed with magic from God, witches worked to guide humanity toward progress, garnering adoration and fear alike from humans. However, times have since changed. With the advancement of scientific knowledge, humans now stand on an equal footing with witches. Determined to weave their own destinies and establish supremacy over the world, the mighty Redia Empire has ordered the extermination of all witches, which may bring the era of magic to an end.

Fleeing from the decree, the famed witch Chloe and her apprentice, Adonis, seek refuge. Hot on their heels, the Empire captures the duo and mercilessly executes Chloe. Agonized by the brutal murder of his master and the callousness of humans, Adonis vows to avenge Chloe by annihilating humanity with the very magic they intend to destroy.

[Written by MAL Rewrite]"	12	Yokohama Animation Laboratory	R - 17+ (violence & profanity)	TV	Manga	Action;Drama;Fantasy;Sci-Fi
54794	Metallic Rouge	2024-01-11	6.2	2024	"After emerging victorious against an alien species known as Usurpers using combat androids called Neans, mankind colonized Mars and enjoyed post-war peace. Having fulfilled their purpose as soldiers, Neans became subservient workers and second-class citizens to humans. Requiring a daily dose of Nectar to sustain themselves, the androids depend on their masters for its supply of the drug.

However, among this societal hierarchy lie Proto-Neans, independent specialized androids that can summon metallic exoskeletons with superhuman capabilities. Rouge Redstar is one such Proto-Nean working undercover for Aletheia, the government organization overseeing the regulation of Neans, alongside her human partner, Naomi Orthmann.

Rouge and Naomi's mission is to eliminate the Immortal Nine—Proto-Neans who threaten humanity for cryptic reasons. At the same time, an investigator is making his way to Mars to follow a series of murders where Rouge is considered the prime suspect. As the pair delve deeper into their search for the Immortal Nine, they uncover groundbreaking information about the rogue androids and the organization they work for.

[Written by MAL Rewrite]"	13	Bones	PG-13 - Teens 13 or older	TV	Original	Action;Sci-Fi
55023	Saezuru Doubutsu wa Yarushikanai! Specials	2020-08-28	6.2	2020	Special episodes of Saezuru Doubutsu wa Yarushikanai! included with the BD/DVD release of the film.	5	AQUA ARIS	PG-13 - Teens 13 or older	Special	Manga	Comedy
55111	Geuleon Gyejeol Ijanh Ayo	2023-04-23	6.2	2023	Music video for the song Geuleon Gyejeol Ijanh Ayo, by Fromm.	1	""	PG-13 - Teens 13 or older	Music	Original	Drama;Girls Love;Sci-Fi
55311	Chinokate	2022-09-08	6.2	2022	Music video for the song Chinokate by Yorushika.	1	Liberty Animation Studio	G - All Ages	Music	Original	Slice of Life
55312	Algernon	2023-03-17	6.2	2023	Music video for the song Algernon by Yorushika.	1	""	G - All Ages	Music	Original	Avant Garde
55355	Li Shi Zhentan Shiwusuo: A Day in Lungmen - Home Service	2021-10-24	6.2	2021	"Infiltrating, disguising, and raiding. Tonight, a special mission calls for special maneuvers, and our resourceful, valiant agents at Lee's Detective agency are ready to make the breakthrough!

(Source: YouTube)"	1	HMCH	PG-13 - Teens 13 or older	ONA	Game	Action;Comedy;Mystery
55364	Ain't Seen Nothing Like This	2022-01-20	6.2	2022	Music video for the song Ain't Seen Nothing Like This by Rad Cat. The song was made for Arknights to commemorate the release of Dossoles Holiday in the global server.	1	ARCUS	G - All Ages	Music	Game	Action
55371	Last Of Me	2020-07-26	6.2	2020	Music video for Chapter 6, based on the final fight between Rhodes Island and FrostNova.	1	""	PG-13 - Teens 13 or older	Music	Game	Action;Fantasy
55756	Dai Ichiya	2023-06-24	6.2	2023	A music video for the song Dai Ichiya by Yorushika.	1	""	G - All Ages	Music	Original	Romance
55806	Eiyuu Kyoushitsu Specials	2024-01-26	6.2	2024	Specials included in the BD/DVD release of Eiyuu Kyoushitsu.	3	Actas	PG-13 - Teens 13 or older	Special	Light novel	Action;Ecchi;Fantasy
56062	Naze Boku no Sekai wo Daremo Oboeteinai no ka?	2024-07-13	6.2	2024	"In a war against four overpowered races—angels, demons, undeads, and humanoid beasts—humanity could only prevail thanks to its champion Sid, who defeated the other races' champions and sealed away their armies in four pyramids. In an age where Sid's existence has become but a legend of the past, Kai Sakura Vento is one of the many conscripts tasked with monitoring the pyramids in fear that these old foes would escape.

On a peaceful day while spending time with his friend Jeanne E. Anise, the world is suddenly ""overwritten,"" transporting Kai to an alternate reality where humanity has nearly been annihilated by the demons and forced into hiding. To make matters worse, his very existence has been erased from this world; all of his friends, including Jeanne, who leads the local resistance efforts in this world, have forgotten about him.

Trying to investigate the remains of his former world, Kai encounters Rinne, an enigmatic young woman trapped in a pyramid. Mysteriously inheriting Sid's legendary sword Codeholder, Kai manages to free Rinne from her imprisonment. Determined to fix this reality, Kai joins forces with Rinne and Jeanne to free humanity from demonic rule. But if the valiant soldier wants to have a chance at returning to his original world, he will first have to uncover the cause behind the mysterious alteration of reality.

[Written by MAL Rewrite]"	12	Project No.9	PG-13 - Teens 13 or older	TV	Light novel	Action;Fantasy;Sci-Fi
56191	I Like U	2023-08-03	6.2	2023	Music video for the song I Like U by Tove Lo.	1	S.o.K	PG-13 - Teens 13 or older	Music	Original	Sci-Fi
56558	Eldraine no Mori: Twin Fates	2023-09-06	6.2	2023	"Animated promotion for new expansion set of Magic: The Gathering trading card game.

A Wicked Slumber creeps through the land of Eldraine, home plane of Will and Rowan, turning Magic’s beloved fairy tale world into something more…twisted. 

(Source: YouTube)"	1	Qzil.la	PG-13 - Teens 13 or older	ONA	Card game	Action;Fantasy
56927	Shen Cang	2023-11-07	6.2	2023	"Modern-day Daoist Fang Yi wakes up one day with a superpower—the ability to sense antiques and artifacts! From there, he becomes an artifact-collecting wonder. Countless treasures all become his, and he leads his band of brothers on a journey to the very peak of life!

(Source: Anime-Planet)"	12	Dancing CG Studio	PG-13 - Teens 13 or older	ONA	Web novel	Adventure;Fantasy
56967	Kamierabi 2nd Season	2024-10-03	6.2	2024	"After the mysterious disappearance of one of its participants, the battle meant to name a successor to God is brutally interrupted, leaving behind a trail of destruction and shaking the world. Twelve years later, while the former contestants in the divine competition struggle to fit in society after they were turned into semi-permanents—beings unable to age—Lall refuses to let go of her brother, who has been forgotten by everyone.

Determined to resurrect her brother—the only one she sees fit to sit on the heavenly throne—Lall steals her his cellphone from a cult run by a past competitor, which accidentally restarts the competition. Helped by her classmate Eko Sasaki, Lall will show no mercy to prevail against her enemies in her efforts to finally see her brother again.

[Written by MAL Rewrite]"	12	Unend	PG-13 - Teens 13 or older	TV	Original	Action;Suspense
57031	Vampire Dormitory	2024-04-07	6.2	2024	"Homeless and fresh out of employment, Mito Yamamoto faces familiar loneliness and despair. Luck is simply not on Mito's side; when he stumbles upon a cafe and cuts his hand, a strange server named Ruka Saotome licks the blood from his wound and even dramatically retches at its apparent disgusting taste. Offended and dispirited, Mito runs off to a bridge, hoping to put an end to his misery.

But when Mito accidentally slips, he is miraculously saved by Ruka, who reveals he is a vampire. Unable to drink blood from just any woman for mysterious reasons, Ruka proposes that Mito become his thrall—a vampire's human servant and primary source of food. In this deal, Ruka will shower Mito with love to sweeten his blood, and Mito will gain a warm place to call home.

However, there is an issue: Mito is a girl! Concealing her long, flowing hair and feminine body, Mito readily takes this chance and enrolls in the Hijirigaoka Boys' High School while working part-time at the cafe with Ruka. But the more Mito's bond with Ruka deepens, the more she struggles to hide her secret.

[Written by MAL Rewrite]"	12	Studio Blanc.	PG-13 - Teens 13 or older	TV	Manga	Romance;Supernatural
57037	Ghost Tale	2023-10-31	6.2	2023	"Su and Uh use the power of telekinesis to impress Lah by lifting up objects. Lah then tries to use telekinesis, too, but lacks this power, so Su and Uh help her.

(Source: Sonic Wiki Zone)"	1	Marza Animation Planet	G - All Ages	ONA	Game	Comedy;Supernatural
57835	Kirifuda	2024-01-13	6.2	2024	"Music video for the song Kirifuda by V.W.P.

The song was used as an opening for the anime Cardfight!! Vanguard: Divinez."	1	""	PG-13 - Teens 13 or older	Music	Original	Fantasy
57858	"Shirarezaru ""Momowarou Monogatari"""	2024-01-11	6.2	2024	"Signboards depicting one of Kitakami's oldest folktales are scattered throughout the land—yet none of them make mention of Pecharunt. What could be the true tale of this Mythical Pokémon?​

(Source: YouTube)"	2	Calf Studio	G - All Ages	ONA	Game	Fantasy
57967	Hoozuki	2024-01-26	6.2	2024	A music video for the song Hoozuki by Kamiyama Yoh that serves as opening song for Momochi-san Chi no Ayakashi Ouji series.	1	""	PG-13 - Teens 13 or older	Music	Original	Supernatural
58173	Mahoutsukai ni Narenakatta Onnanoko no Hanashi	2024-10-05	6.2	2024	"From a young age, Kurumi Mirai has aspired to become a magician. Driven by her ambition, she has spent her childhood preparing to join the prestigious Rettoran Academy of Magic. Although Kurumi excels in the selection exam, her dream is crushed when she is not chosen for the elite magic class.

Admitted to the standard class at the academy instead, Kurumi soon befriends Maki Kumiiru, her new roommate; and Yuzu Edel, another girl unhappy with her placement. However, to everyone's surprise, their homeroom teacher, Minami Suzuki, promises to teach the class magic anyway. Although skeptical at first, the girls start to believe that this may be their second chance at realizing their dreams and becoming wonderful magicians.

[Written by MAL Rewrite]"	12	J.C.Staff	PG-13 - Teens 13 or older	TV	Novel	Fantasy
58844	Harinezumi no Luchika	2024-05-10	6.2	2024	An adaptation of the picture book Harinezumi no Luchika.	1	Fanworks	G - All Ages	ONA	Picture book	Fantasy;Slice of Life
58981	Hajimari no Mahou: Charm	2024-05-30	6.2	2024	Music video for the song Hajimari no Mahou: Charm by Magical Girl holoWitches!.	1	""	PG-13 - Teens 13 or older	Music	Original	Fantasy
59523	Mazome Soap de Aimashou!	2024-11-15	6.2	2024	"Mitsurugi and Nagihara, the new employees at the company, are working diligently and are appreciated for their professional qualities. Mitsurugi is responsible, while Nagihara is admired for her refined behavior. However, secretly, both women work at a masochistic soapland, showing a completely different personality from what they display at work.

(Source: TMDB)"	2	Blue bread	Rx - Hentai	OVA	Manga	Hentai;Hentai
59622	Kabigon to Nani Shite Kutsurogu?	2023-09-28	6.2	2023	"A series of vignettes depicting the everyday scenes of people and Snorlax spending happy times together!

(Source: YouTube, translated)"	6	Liberty Animation Studio	G - All Ages	ONA	Game	Fantasy;Slice of Life
59744	Maebashi Witches	2025-04-06	6.2	2025	"Yuina Akagi is an ordinary high school freshman in Maebashi City, Gunma Prefecture—until a talking frog named Keroppe appears and throws an unexpected proposal her way:

""Why don't you become a witch?""

Before she knows it, Yuina's closet becomes a gateway to a mysterious world, where she meets four other girls—each with their own quirks and magical potential. There's the fiery Azu Niisato, the level-headed Kyouka Kitahara, the ever-optimistic Choco Mitsumata, and the carefree Mai Kamiizumi.

Together, they form the Maebashi Witches, a group dedicated to granting people's wishes through magic, music, and a bit of mayhem. Their base of operation? A charming little flower shop in the heart of the shopping district—where the flowers of the heart can finally bloom.

With a little magic and a lot of heart, their new life as witches is about to begin.

(Source: MAL News)"	12	Sunrise	PG-13 - Teens 13 or older	TV	Original	Drama;Drama;Fantasy;Fantasy
60605	Hajimemashite, wo Atsumeyou.	2024-12-18	6.2	2024	Music video for the song Hajimemashite, wo Atsumeyou. It is the theme song for monpoké.	1	Fanworks	G - All Ages	Music	Game	Adventure;Fantasy
60660	"SFBC ""Fake"" Commercial Film"	2024-12-31	6.2	2024	"A series of ""fake"" commercials featuring characters from the Fate franchise."	5	A-1 Pictures	PG-13 - Teens 13 or older	ONA	Game	Action;Comedy;Fantasy;Gourmet
60746	L'oN	2025-01-12	6.2	2025	Music video for the song L'oN by Masayoshi Oishi. The song was used as the opening theme of the anime Jibaku Shounen Hanako-kun 2.	1	""	PG-13 - Teens 13 or older	Music	Original	Supernatural
61029	Arifureta Shokugyou de Sekai Saikyou 3rd Season Picture Drama	2024-10-15	6.2	2024	"An online motion graphic spin-off series that provides a comedic interpretation of events that have occurred in conjunction with the Anime. These episodes were originally posted on the official Twitter page on a weekly basis that coincided with the debut of each of the anime's episodes, and were later included in the Blu-ray BOX sets. The voice cast for the Picture Dramas is the same as the Anime cast.

(Source: Arifureta Wiki)"	16	""	PG-13 - Teens 13 or older	ONA	Light novel	Comedy;Fantasy
133	Green Green	2003-07-13	6.1	2003	"Kanenone Gakuen is an all-male boarding school located in the countryside of Japan. Although an all-male school is nothing new, life can become quite difficult when there are no female students for miles around. In order to help the psychological health of everyone involved, the school board has decided to try and merge with the nearest all-girl boarding school in order to become co-ed. The boys of Kanenone are more than thrilled at the prospect, and the girls are curious as to how interesting school life might become if there were more boys around. Before any serious decisions are made, the girls have been invited to stay at Kanenone for one month as a test.

Green Green follows Yuusuke Takazaki and his naughty room mates called the Baka (Idiot) Trio, and their ability to talk to the girls without making complete fools of themselves. But as soon as the school bus with the girls arrives, things become weird, hormonal, and hysterical. In particular, a girl named Midori Chitose leaps off the bus and immediately embraces a very confused Yuusuke. Is he a natural ladies' man, or do the two of them have a shared history that he is not aware of?"	12	Studio Matrix	R+ - Mild Nudity	TV	Visual novel	Comedy;Ecchi;Romance
176	Triangle Heart: Sweet Songs Forever	2003-07-24	6.1	2003	"Fiasse is a world-renowned singer. She is now the headmistress of a special Singing School who does a Charity World Tour every year. Her mother left behind a inheritance for her after she died and some shady people are after Fiasse and the inheritance. Bring in Ellis, and two siblings who are master of the swords to protect Fiasse. The World Tour is coming up and Fiasse will continue the show. Ellis, Kyoya, Miyuki and company must protect their childhood friend at all costs. 

(Source: ANN)"	4	Seven Arcs	R - 17+ (violence & profanity)	OVA	Visual novel	Adventure;Romance
188	Gosenzo Sane	1998-09-25	6.1	1998	"Masquerade is the story surrounding the Hiraga bloodline in which Gen is a part of. Recently orphaned, he moves in to his grandmother's house and unwittingly triggers the Hiraga clan's curse in which nearly every member leads a tragically short life. In his grandmother's house, Gen begins to unravel vaguely remembered memories from a dream he's always had. With the help of an American graduate student, they try to uncover the secret of the Hiraga bloodline, the whispered legend of immortality that is locked in his genes, and a way to keep Gen from sharing the same fate that every one of his ancestors before him has suffered. 

(Source: ANN)"	4	AIC	Rx - Hentai	OVA	Original	Comedy;Hentai;Mystery;Supernatural
204	Yumeria	2004-01-09	6.1	2004	"On his 16th birthday, Tomokazu Mikuri had a realistic dream where he sees a girl battling a giant floating monstrosity. When he wakes up, he is surprised that the girl is actually sleeping next to him... Whenever he sleeps from now on, he ends up back at the dream world, and more and more people that he knows keep showing up there too. He finds out from a mysterious masked woman in the dream world named Silk that they are fighting against one named Faydoom, and he is the one who provides the powers to those girls so that they can fight these monsters. And so it goes...

(Source: ANN)"	12	Studio Deen	PG-13 - Teens 13 or older	TV	Visual novel	Action;Comedy;Ecchi
214	Pia Carrot e Youkoso!! 2	1998-10-23	6.1	1998	"Yusuke (from the first Pia Carrot series) returns as the manager with a whole new cast. So the new male lead is Maeda Koji. Despite being late after an ""accident,"" Koji manages to get the job as the Carrot's waiter because he's very persistent. Included within the set are Azusa (the female lead who hates Koji for his perversion), Ryoko (the manager who's sweet on Koji by working him very hard), Aoi (the token alcoholic), Jun (the secret-hiding waitor), and Mina (Azusa's cute little sister). Pia Carrot 2 is served up as a romantic comedy, with a side of hentai.

(Source: ANN)"	3	Triple X	Rx - Hentai	OVA	Visual novel	Comedy;Hentai
231	Asagiri no Miko	2002-07-04	6.1	2002	"Since childhood, Tadahiro Amatsu has two different-colored eyes - one brown and one light hazel. But because of a dark secret behind his left eye, he's become a target for the masked sorcerer Ayatara Miramune and his band of demons. To combat the demons appearing all over town, Yuzu Hieda, a priestess in training, recruits four other girls from her high school. Under the supervision of Yuzu's elder sister Kurako, the five young priestesses must undergo months of training to master their abilities.

(Source: ANN)"	26	Chaos Project	PG - Children	TV	Manga	Action;Comedy;Supernatural
258	Hitsuji no Uta	2003-05-25	6.1	2003	"Kazuna's family has a history of suffering from a disease that creates an uncontrollable vampire-like thirst for blood. Knowing none of this, Kazuna was sent to live with the Eda couple as a child. As the sickness begins to show signs of being present within himself, he comes into contact with his older sister, Chizuna, who has been suffering from it since early childhood. Knowing that the sickness incurs a heavy weight upon those that suffer from it, Chizuna tries to ease her brother's burden, to help him learn to control his urges, but... 

(Source: ANN)"	4	Madhouse	R - 17+ (violence & profanity)	OVA	Manga	Drama;Horror
307	Kerokko Demetan	1973-01-02	6.1	1973	"Demetan comes from such a poor family that he cannot even go to school in his woodland pond community. However, he has a friend named Ranatan, the lovely, gentle frog girl who is the daughter of the pond's rich ruler. Naturally her father is quite displeased by this relationship and he seeks to break it up. Nevertheless the young frogs continue with courage and confidence, not only to live their own lives but to guide the heartless leopard frog to a sense of justice and generosity. Gradually the pond community responds to their sincerity and joins them in a march toward a bright future. 

(Source: Official Website)"	39	Tatsunoko Production	PG - Children	TV	Original	Comedy;Fantasy
309	Akahori Gedou Hour Rabuge	2005-07-05	6.1	2005	"Akahori Gedou Hour Rabuge is an anime series that combined episodes of two related stories into one broadcast block.

Zettai Seigi Love Pheromone
Yoshizumi Aimi and Sasajima Kaoruko are comic duo, Their dream is to become popular and stand on the Broadway stage.However, their names are not well-known, and they have to do part-time jobs.To make their names popular, they decided to do side job. It is heroines of justice, They will beat villains one after another, but after that, there is nothing but ruins. People are afraid of them and even rumor that they are evil. (Source: ANN)

Soreyuke! Gedou Otometai
The five Hokke sisters lost their parents when they were quite young. Although they are poor, they`re living comfortably because they have a dream, which is to be evil. The Hokke Family has belonged to an evil organization and worked as a combatant. When their father died, he left them a message that asked them to become a villain that he couldn`t become. However they wondered how to become the best villains.

One day, the youngest sister Utano found a jar. They were told not to open it until they we`re 18. It was sealed by a talisman labeled R18. Akuma-ko broke the seal on the jar and a devil appeared. The demon said they had special powers inside of them, when they have the weapons in their hands they would turn into Gedo Otome Tai. (Source: AnimeNfo)"	13	Radix	PG-13 - Teens 13 or older	TV	Original	Comedy
310	Chiisana Obake: Acchi, Kocchi, Socchi	1991-04-09	6.1	1991	"This is a heart-warming story with three little ghost called There, Here and Where. They are not scary like usual ghosts but pretty and mischievous like human children. Of course they sometimes surprise people by disappearing or flying, but they are loved as children's friends. 

Each episode consists of two stories."	50	Pierrot	G - All Ages	TV	Picture book	Comedy;Supernatural
346	W: Wish	2004-10-03	6.1	2004	"Based on a game by Princess Soft

The main character, Junna has a twin sister Senna. He is an ordinal student of an elite school. However, in the past, a traffic accident deprived him of his parents and his memory. Junna survived the accident, and he has lived only with his sister though he has been looked after by his relatives.

And present...
The life with Senna in the same high school is so pleasant that he can forget the severe past. Because he has been in the world where there is only Senna, his lives in this town, such as the beginning of a new life, new environments, and the meetings, are so refreshing.

However, he begins to recall the memories he lost in the accident. Though he enjoys happy and pleasant days, he is tossed by the past, the present, and the future. What is the truth hidden in his memory?

(Source: AniDB)"	13	Trinet Entertainment	PG-13 - Teens 13 or older	TV	Visual novel	Drama;Romance
349	Magical Canan	2005-01-01	6.1	2005	"Five dangerous ""seeds"" have been stolen from their vault in the world of Evergreen and taken to Earth. Natsuki, an agent of the Queen, has been sent to retrieve them. However, he cannot do this alone and enlists the aid of Chihaya, a middle school student, who is ""the only one"" who can help him. With his aid she transforms into Magical Warrior Carmine in order to save the humans possessed by the seeds. Questions abound though, such as why Chihaya's mother appears to know all about this secret activity, why Chihaya remembers her father who reportedly died before her birth, and why she dreams of Evergreen, which she has never seen. 

(Source: ANN)"	13	AIC ASTA	PG-13 - Teens 13 or older	TV	Visual novel	Drama;Ecchi;Fantasy
360	Himiko-den	1999-01-07	6.1	1999	"In a world where the dead walk, where good and evil exist as palpable forces, a darkness is stirring. The undead march against the cities of light, to capture the sacred fire that is the source of their power. But one hope remains. Called into this world by the magical flame, a young girl named Himiko is thrust into the maelstrom of danger, betrayal, and war. For she is heir to the sacred fire, and holds a power that could save its Guardians... if she survives!

(Source: Central Park Media)"	12	Group TAC	PG-13 - Teens 13 or older	TV	Game	Adventure;Drama;Fantasy;Supernatural
362	Memories Off 2nd	2003-01-22	6.1	2003	"Shirakawa Hotaru, a girl who's in love with Inami Ken, finally confesses her love. From there on, they were happy couples, until one summer. Ken met a new friend, Tobise Tomoe, who is Hotaru's best friend. Tomoe seems to have her own charm. Ken, now have two paths to choose from; to be with Shirakawa Hotaru or Tobise Tomoe. Otherwise, he will lose them both. 

(Source: ANN)"	3	Picture Magic	PG-13 - Teens 13 or older	OVA	Visual novel	Drama;Romance
363	Memories Off 3.5	2004-05-12	6.1	2004	"This series is made up of two seperate stories with a few overlapping characters. The first story, Omoide no Kanata e, is about Shogo and his current girlfriend Neo. Kanata, a former girlfriend of Shogo's shows up one day and causes Shogo and Neo to think about their current situations. The second story, Inori no Todoku Koro, is about girl called Inori and her boyfriend Isshu. They had made a promise to always go to the fireworks festival together, since that was the place that they orginally became a couple. This year, Isshu says he cannot attend because of his work so Inori goes alone and recalls the previous two years.

(Source: ANN)"	4	Picture Magic	PG-13 - Teens 13 or older	OVA	Visual novel	Drama;Romance
426	Final Fantasy	1994-03-21	6.1	1994	"Two hundred years have passed since the hero Bartz and his companions saved the inhabitants of Planet R—a world where crystals control the natural elements—from the threat of Exdeath. However, agents of the wizard Ra Devil steal the crystals of Earth, Fire, and Water. With three of the four crystals in his possession, Ra Devil seeks to claim the Wind Crystal, the final piece he needs to summon the destructive god Deathgyunos. 

Novice summoner Linaly—a direct descendant of Bartz—lives with her grandfather Hassam. After receiving an ominous message about the Wind Crystal, Hassam travels to the Wind Temple. Concerned for his safety, Linaly suggests that they make the journey together. On their trip, they encounter Prettz, a rowdy yet amiable swordsman, who is captivated by the young girl and accompanies the duo for his own mysterious reasons.

During a battle, an antlion monster injures Hassam, leaving him bedridden. As a result, the responsibility of securing the Wind Crystal falls on Linaly, with Prettz assuming the role of her guardian as they continue their perilous adventure.

[Written by MAL Rewrite]"	4	Madhouse	PG-13 - Teens 13 or older	OVA	Game	Action;Adventure;Comedy;Fantasy
454	.hack//Gift	2003-11-16	6.1	2003	"As an expression of gratitude for the heroes of both the .hack//Sign and the .hack game series, Helba has prepared a special event for all the characters to find the newly established ""Twilight Hot Springs."" The characters can get their well-deserved rest and relaxation by having a soak in the wonderful hot springs, but there is only one problem—the hot springs are hidden, and there have been mysterious player murders. With the only clue being the word ""GIFT,"" the race has begun to find the culprit and the location of the hot springs.

[Written by MAL Rewrite]"	1	Bee Train	R+ - Mild Nudity	OVA	Original	Comedy;Fantasy
498	Haja Taisei Dangaiou	1987-09-28	6.1	1987	"Four psychic teenagers—Mia Alice, Roll Kran, Lamba Nom and Pai Thunder—are brainwashed by the scientist Dr. Tarsan as pilots of his greatest experiment—the giant robot Dangaioh. But as their memories slowly return, these pilots use their abilities and Dangaioh to combat the tyranny of Captain Galimos and the Bunker Space Pirates. 

(Source: ANN)"	3	AIC	PG-13 - Teens 13 or older	OVA	Original	Action;Adventure;Sci-Fi
511	Kidou Shinsengumi Moeyo Ken TV	2005-07-02	6.1	2005	Set in an alternate version of the Meiji Era, a boy named Sakamoto Ryunosuke returns to Kyoto from Shanghai with his monster (youkai) Nekomaru. The law states that in order to live freely with humans, a youkai must be liscensed. The Kidou Shinsengumi Co. Ltd. is responsible for the capture of unliscensed youkais but must fight with the Tsubamegumi, who resents the new law. It turns out that Ryunosuke is the son of the owner of the Shinsengumis.	13	Trinet Entertainment	PG-13 - Teens 13 or older	TV	Game	Adventure;Comedy;Fantasy
547	Wind: A Breath of Heart OVA	2004-06-25	6.1	2004	"Kazenone City, it is a city that made people feel nostalgic and wonder.
It was also the home country of Okano Makoto and his little sister, Hinata. They came back this town in order to look for their mother who had disappeared suddenly. Their friends and childhood friends welcomed their return. Makoto began to notice something important through the encounter with them. With the tone of a harmonica, and with their thoughts in their hearts, the fantastic tale began in this mysterious town.

(Source: AnimeNfo)"	3	Venet	PG-13 - Teens 13 or older	OVA	Visual novel	Drama;Romance;Supernatural
556	Koutetsu Tenshi Kurumi Zero	2001-04-18	6.1	2001	"Sometime in the distant future, Kurumi, Saki and Karinka share an apartment with another girl named Excelia. One day, after school, Kurumi tells everyone that she is in love with a man she met named Michihito Kagura, but she doesn't know when she will see him again. 

(Source: ANN)"	3	OLM	R+ - Mild Nudity	OVA	Original	Drama;Romance;Sci-Fi
571	Moldiver	1993-02-25	6.1	1993	"Hiroshi Ozora invents the Mol Unit, a device that makes its user invincible. His plans of becoming a super hero are short lived however when his sister, Mirai, accidently modifies the suit configuration. Now she is forced to save Tokyo by herself from the evil Machinegal and his gang of all-female androids. 

(Source: ANN)"	6	AIC	PG-13 - Teens 13 or older	OVA	Original	Action;Romance;Sci-Fi
577	Kagi Hime Monogatari: Eikyuu Alice Rondo	2006-01-04	6.1	2006	"Average high school student Aruto Kirihara is obsessed with the Alice stories, written in this alternate world by the enigmatic recluse, Alternite L. Tachyon. One night, while writing his own version of a potential ""third book,"" he sees a girl flying in front of a full moon... and she looks just like the ""Alice"" in his imagination. Aruto runs out of his house and chases the flying figure from the ground, ending up at a library, where he witnesses her in combat with another costumed girl.

And so begins his sudden introduction to the world of Alices, an elite club of super-powered teenage girls who regularly fight in an extra-dimensional Wonderland in order to steal each other's ""hidden stories."" When all of the stories have been gathered, they will form the legendary third volume, ""Eternal Alice,"" and the possessor will be granted one wish.

It probably won't be Aruto, who can't turn into a magical girl. But it could be his doting little sister, Kiraha. Or maybe the girl of his dreams, Arisu...

(Source: Discotek Media)"	13	Trinet Entertainment	PG-13 - Teens 13 or older	TV	Manga	Fantasy
648	Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary	2004-06-30	6.1	2004	"Naoki Kuzumi, a junior in high school, had lost his parents in an accident five years ago, and is living with his aunt, uncle, and cousin Matsuri. He always thought his life was ordinary, besides the fact that he can't remember what happened in his youth. One sunny day as he is taking a nap on a bench, a redheaded girl -- Mikoto -- literally falls on him from the sky. For some reason, she thinks he's her younger brother. Naoki's time period is a temporal shelter for those in the future, when many are suffering from an incurable disease. When she heard her younger brother Yuusuke had been taken to Naoki's time, Mikoto herself had gone back in time.

(Source: ANN)"	13	Radix	PG-13 - Teens 13 or older	TV	Visual novel	Comedy;Drama;Romance;Sci-Fi
651	Green Green Thirteen: Erolutions	2004-05-28	6.1	2004	"Spring is coming and the all-male Kanenone Gakuen prepares to become coeducational with the new academic year. Naturally, the teenage boys are more than thrilled at the prospect of having adolescent girls around. With only a few months until the merger, the incoming female students decide to pay a visit to the academy. As luck would have it, Yusuke Takasaki gets a chance to confess his feelings to one of the arrivals, Futaba Kutsuki, who is also looking forward to the encounter.

However, as the pair struggles to find a moment for themselves, a girl called Midori Chitose visits them in their dreams, urging them to do their best and encouraging them to seize the opportunity. From then on, the lovers decide to make the most of their short time together before they are separated again.

[Written by MAL Rewrite]"	1	Studio Matrix	Rx - Hentai	OVA	Visual novel	Comedy;Hentai
